1654:542,94,32,564,518,650,1196,364,787,29
1655:542,654,1196,8,114,285,15,1511,902,94
1668:1196,616,32,554,15,861,1511,650,402,1403
1681:17,61,58,616,518,94,542,15,8,245
1703:1050,65,1987,363,15,32,518,61,1382,103
1721:302,61,654,245,15,17,616,58,2030,289
1727:17,58,302,654,616,650,84,29,15,787
1728:302,58,354,61,84,616,15,542,1102,190
1745:245,17,564,8,616,542,364,518,131,61
1746:17,616,542,518,1196,58,302,861,1511,554
1751:32,542,101,327,518,1382,65,508,656,496
1756:8,999,58,542,61,1102,787,616,564,245
1758:17,542,302,1196,518,15,508,58,8,61
1761:81,1951,1987,931,2200,1382,119,61,508,5117
1767:518,94,616,84,354,245,8,58,564,363
1779:93631,56748,17395,93097,37843,67185,1674,86913,103533,8635
1780:9354,13960,731,3041,88524,72271,10404,1772,48208,10503
1783:58,17,302,8,542,650,1424,84,32,101
1787:518,61,616,1196,508,32,1578,564,94,101
1788:508,140,731,1888,780,262,3137,17,4048,500
1794:564,654,15,616,17,245,32,58,402,363
1796:15,32,61,542,364,245,1196,654,861,650
1803:654,616,17,302,58,542,15,94,1511,518
1820:2880,1352,10041,378,6434,76,5624,12990,189,4568
1821:518,61,364,1405,94,564,402,32,17,4268
1822:302,1196,654,32,17,58,616,224,61,245
1823:17,542,84,650,61,554,1403,1196,15,1511
1840:542,61,616,787,650,364,508,94,1511,564
1841:984,8860,135,1081,1528,2103,574,5557,1326,801
1842:58,17,302,542,84,8,616,61,564,32
1850:17,302,58,654,29,616,363,542,285,101
1853:654,58,616,302,61,32,17,542,15,1196
1854:17,542,654,1196,564,302,32,245,364,94
1862:616,61,787,542,15,32,302,554,301,508
1880:875,17,4420,947,518,84,354,1119,736,496
1883:61,32,58,402,654,518,542,94,302,787
1890:302,4203,3448,654,58,650,1102,8,364,1535
1891:17,302,29,654,58,486,162,1239,616,15
1893:61,58,616,402,787,654,1403,302,364,1511
1894:616,15,542,245,8,61,654,32,58,564
1911:10104,5975,19206,35965,5466,13341,29727,26305,47025,68771
1912:17,302,616,518,650,138,58,1102,654,564
1913:616,58,17,861,302,542,654,1196,32,564
1930:2548,197,5111,5627,8069,7160,27094,465,33763,13995
1932:17,564,3568,361,616,2139,5097,1344,890,866
1950:542,1196,61,32,15,1511,508,402,238,114
1951:2121,1360,17,542,564,654,1287,616,1405,226
1952:17,616,15,1196,542,564,861,76,8,61
2005:1196,61,542,15,32,302,554,508,402,1535
2017:107733,11246,101380,123006,23213,58208,13894,44039,47586
2025:236,17,776,10075,6766,8861,616,11621,564,20850
2030:17,15,94,138,302,518,58,508,616,542
2034:4755,76,1352,2904,787,84,736,508,3213,616
2038:654,302,616,17,84,29,58,542,289,1196
2046:10492,6503,9289,17,8,26460,27296,225,25662,3737
2058:12597,17944,12495,1410,1790,87205,65161,1551,4268,1549
2068:245,1405,787,15,616,402,17,364,542,65
2070:84,616,902,542,1102,508,15,245,58,302
2071:302,58,616,508,1535,364,363,1196,94,61
2072:2162,518,1102,302,6,736,654,616,70,1023
2074:5975,76,1410,17,4671,11590,698,65,7926,2543
2075:542,61,32,245,1403,508,94,654,302,15
2076:
2077:17,518,616,58,32,61,564,654,402,94
2080:17,654,15,1196,861,650,58,61,518,564
2085:17,616,1023,542,518,245,1187,1535,58,364
2097:32,61,15,103,245,564,1023,508,58,616
2112:5480,17,1326,984,661,574,564,8860,801,76
2115:616,15,61,32,17,542,654,402,1405,787
2116:224,17,564,616,62,8,58,364,542,508
2123:17,518,654,8,616,48,101,787,1102,29
2135:17,616,15,8,656,564,542,1405,364,32
2141:81,698,564,986,138,2204,780,70,500,226
2147:236,12253,3448,17,10075,4203,302,6673,776,4724
2154:661,719,1326,8860,5480,2103,9783,5738,1230,2642
2160:17,302,61,1196,15,554,1403,787,564,861
2162:760,719,574,5480,1528,661,801,1124,10267,1081
2170:542,15,302,61,58,564,17,238,402,1511
2177:17,224,302,29,162,459,44,616,650,899
2184:58,84,542,616,322,1102,1196,32,61,1403
2185:564,542,17,302,364,58,616,32,654,1196
2187:
2211:508,226,616,8,1023,17,15,1790,564,8069
2223:518,81,616,70,780,58,1276,4021,431,61
2243:15,518,245,616,1405,17,8,61,542,1987
2244:17,58,61,616,542,8,654,32,302,564
2247:616,3249,58,61,302,1405,32,650,1245,554
2250:49715,2194,1064,47112,353,38737,23527,6191,4103,7838
2253:226,70,508,4048,262,1535,4194,5767,1023,731
2260:
2261:61,32,542,15,616,94,1511,650,654,65
2262:
2290:542,32,61,518,554,15,285,650,224,103
2291:1196,17,32,542,616,15,564,1403,554,322
2293:84,656,17,58,1405,101,15,65,131,301
2301:4032,17,429,7611,182,2668,302,1102,4210,5567
2302:16229,39395,245,33882,1524,774,353,17,8,63084
2304:5480,661,984,719,1326,135,10267,463,1528,9874
2318:61,245,654,564,15,1405,94,486,103,1578
2325:8,245,354,84,899,787,654,76,1405,875
2335:245,32,17,15,616,654,61,542,518,302
2343:17,302,1410,4802,616,224,925,1145,32,84
2346:70,17,654,301,564,138,58,29,76,947
2347:2186,322,7728,100785,87351,52982,3698,146,4993,3476
2348:17,58,616,654,302,542,15,1196,650,32
2362:
2363:302,17,616,542,84,29,61,94,15,101
2364:302,101,650,518,616,62,861,1403,1511,364
2369:17,616,70,4941,58,24211,238,14964,13388,736
2373:17,84,101,616,508,1023,302,58,354,650
2381:58,17,616,654,542,302,8,61,76,564
2382:518,65,1382,17,15,131,787,245,119,103
2384:1119,17,4420,6945,354,84,518,245,32,302
2385:302,58,17,616,15,32,564,542,61,364
2392:
2393:17,542,654,15,61,508,564,8,518,616
2394:542,32,564,616,15,363,245,302,654,486
2395:17,616,1196,61,787,15,289,32,1403,650
2399:17,1023,226,301,8,302,238,76,94,500
2405:17,58,1196,32,1511,542,15,518,302,1403
2407:17,866,58,364,84,542,518,654,29,787
2408:654,736,302,84,616,1102,58,301,101,162
2419:654,58,302,568,616,17,76,29,8,285
2429:17,245,354,94,32,70,2200,353,84,508
2447:84,285,322,354,301,542,861,1102,15,76
2452:2282,12832,30791,95533,22856,27927,35268,19626,48061,25216
2453:71417,29657,23740,128,22999,50818,13396,47321,3028,1499
2454:245,564,1744,1352,508,931,17,8,1382,1527
2456:17,616,542,32,736,58,84,76,289,15
2461:542,61,1511,518,1196,245,554,402,363,1578
2464:654,58,354,616,650,301,8,76,15,518
2465:58,616,289,76,518,564,8,101,15,84
2469:61,542,245,402,1511,103,518,32,616,999
2489:168,719,1326,984,1400,5480,9783,76,1528,801
2491:2319
2499:1097,302,13523,17,58,654,616,861,508,518
2500:654,15,542,245,58,8,61,354,616,103
2501:17,8,131,301,119,947,65,931,1405,289
2505:17,616,654,32,15,1196,542,61,554,518
2510:30152,30139,17,225,40898,2582,1451,76,2370,3683
2515:616,302,564,650,17,58,8,861,224,787
2518:5097,890,3568,4880,40,698,4743,76,361,564
2520:17,616,542,15,1511,32,564,58,363,402
2521:542,518,616,58,101,654,902,302,787,8
2524:302,654,616,58,17,518,8,285,542,62
2536:15,17,542,1196,302,402,32,364,1511,564
2541:32,61,787,654,58,1196,15,518,564,650
2547:58,650,17,302,8,62,654,238,616,15
2553:9134,3509,19603,25366,5125,18939,35177,13817,26521,29263
2558:661,5557,1528,10267,901,3601,2685,9024,76,2153
2560:58,616,15,787,1196,508,1511,564,245,62
2563:302,58,15,650,1511,654,508,861,322,564
2573:58,616,76,787,62,322,8,32,364,1196
2591:302,616,58,17,654,861,238,542,285,554
2596:493,578,7477,147,9906,2535,6868,10121,17,30301
2597:58,70,302,76,999,140,698,358,5767,2139
2601:17,14259,302,311,11855,1077,8,10071,7334,1119
2604:76,70,616,17,698,564,226,363,8,61
2611:245,8,518,616,542,654,103,1382,554,354
2612:542,17,654,302,58,15,861,554,103,518
2615:32,61,518,542,1196,402,1511,245,861,650
2625:17,226,245,1065,1382,774,1023,81,508,101
2626:302,616,245,94,1196,518,554,1403,787,564
2634:17,58,616,518,15,32,554,542,302,508
2636:58,616,654,542,861,787,1102,15,101,84
2639:17,301,70,94,508,3250,947,8,654,1508
2650:10451,4194,14600,17,23102,5122,29311,3977,8928,441
2661:101,17,1405,654,8,302,616,58,245,303
2663:17,84,302,245,508,902,8,76,518,224
2666:58,17,616,654,302,542,8,356,224,238
2676:654,302,17,616,58,354,190,162,15,322
2689:15,616,245,17,302,542,654,58,61,1511
2693:790,10408,891,908,1119,10567,17,27340,1057,542
2708:17,616,61,245,94,32,15,58,402,564
2709:245,131,518,61,15,94,17,402,542,1987
2713:364,61,8,17,542,302,245,616,654,1196
2715:984,661,1400,135,8733,9874,5557,801,2103,1460
2716:16542,81,986,500,8,616,542,226,1535,5381
2727:616,15,32,94,84,58,564,29,61,363
2730:17,61,616,15,542,1987,518,1511,364,654
2731:616,650,1196,61,15,29,542,1140,84,554
2734:564,76,736,518,1069,17,947,616,787,698
2735:1527,3107,1712,3172,12990,4825,8848,508,378,4568
2737:17,58,518,654,616,358,650,564,554,1023
2745:61,245,1987,472,5117,131,2200,518,3233,4268
2746:23595,5595,25466,16151,40,27209,698,31760,38773,22059
2748:5287,327,564,76,3521,5117,4268,245,2139,19670
2756:616,114,302,564,654,1196,8,518,861,902
2760:542,29,650,364,84,15,301,285,787,76
2776:
2799:15,245,301,508,8,378,1410,58,710,76
2802:654,58,84,302,616,354,101,736,861,8
2803:19829,2595,11718,14237,670,88529,94755,2074,347,33572
2804:17,58,616,650,32,654,224,542,508,787
2805:81,873,1410,908,542,2121,7048,616,3014,15
2812:787,302,61,654,542,8,32,94,650,508
2815:719,463,168,984,1400,661,1326,8733,5480,135
2827:17390,7059,58,8964,17,616,1405,518,61,76
2831:654,76,58,518,61,94,84,8,564,101
2846:616,61,508,32,84,15,302,542,518,654
2848:616,17,654,32,861,650,61,554,1535,15
2853:18850,11243,29165,262,12631,89994,5184,1081,1867,27420
2854:245,496,1119,518,84,354,654,32,736,1382
2857:353,4797,245,518,94,650,84,1951,654,17
2858:17,15,61,787,542,363,101,32,289,6
2861:226,10981,535,5975,131,1002,245,4671,542,2100
2871:17,4755,3107,378,189,245,1527,76,5827,124
2907:302,58,654,61,15,84,8,616,322,650
2912:226,76,698,17,1435,70,3789,719,352,986
2914:32,17,61,542,58,654,1578,302,518,238
2924:168,224,616,245,5480,17,1326,901,508,1276
2925:245,564,61,1023,8,103,931,656,2139,698
2947:2741,18970,46125,24301,66050,8643,66993,262,17807,2275
2951:616,17,483,654,6,224,302,30839,62,23571
2959:616,650,654,302,508,17,564,58,6,76
2960:17,518,8,654,616,301,542,891,564,15
2963:17,1511,616,364,58,238,8,564,542,61
2965:698,5557,984,135,3789,650,6097,564,29475,18240
2967:245,2200,8,15,518,61,564,65,76,353
2970:616,17,302,1196,58,654,8,6,518,542
2977:17,302,58,654,84,616,518,29,866,70
2981:94,542,32,1511,554,101,518,650,84,8
2989:17,61,32,302,76,542,616,58,101,94
2990:22420,13581,29000,16717,5975,57558,21482,7926,2052,37089
3002:
3004:168,8860,984,1326,135,9874,5557,5480,574,2685
3011:5465,60955,11851,9816,65157,70,60691,3755,61169,4398
3013:508,564,7006,1410,17,1126,94,245,873,1023
3037:
3038:302,84,247,656,8,999,542,654,70,262
3044:616,542,58,302,518,8,554,654,508,650
3070:10692,8783,4146,2528,2354,4093,12093,8129,6117,684
3081:17,302,616,58,542,518,32,61,654,8
3100:302,616,1196,542,1535,84,32,736,15,61
3102:168,984,574,5480,1400,719,3601,8860,463,2685
3105:17,654,15,58,518,302,61,354,322,902
3107:70,780,140,1535,1023,654,616,76,5767,17
3110:17,15,616,8,402,61,245,654,364,65
3111:302,654,58,518,542,616,861,1511,289,1196
3113:76,17,15,6,650,564,542,8,616,518
3121:564,15,8,32,554,542,101,364,322,787
3125:17,654,58,616,302,8,70,542,354,787
3126:
3129:542,61,32,616,787,1403,518,302,8,94
3139:17,361,654,8,302,29,354,84,58,518
3144:5480,564,302,463,17,1326,1790,574,76,238
3152:616,542,17,8,61,15,861,58,654,787
3166:
3167:76,1023,58,564,302,61,654,542,508,1050
3169:15,542,518,8,1405,1023,65,616,508,32
3170:17,616,302,654,58,238,224,1535,70,84
3172:616,58,17,542,654,238,564,62,322,236
3176:58,616,787,650,564,15,322,542,76,364
3183:654,542,138,17,15,76,70,101,1535,363
3184:17,76,3307,1784,4967,1023,245,70,354,226
3193:58,61,1196,94,554,76,245,518,1403,364
3195:17,8,245,1119,518,84,1471,908,61,1405
3220:84,616,650,1102,285,8,94,518,542,554
3229:616,302,542,17,58,518,364,654,61,402
3234:1102,518,354,58,654,302,94,616,322,114
3237:110318,41101,54099,102041,113362,77678,58923,22678,28760,9915
3238:17,76,302,58,29,564,650,32,616,518
3239:29,58,616,17,650,84,76,190,518,1102
3246:603,13998,533,4671,911,1337,8772,5319,10180,311
3258:17,654,542,58,787,61,32,15,564,8
3263:654,58,15,302,61,542,17,554,616,1196
3264:
3277:168,76,719,10267,1400,463,5480,698,1147,1528
3279:17,58,564,654,650,508,8,616,302,32
3295:76,564,17,226,8,1410,301,3484,780,2292
3305:262,805,17,500,698,81,564,76,616,1126
3306:6901,76,1651,28389,10692,4110,4146,11653,9557,2528
3308:17,542,511,302,508,654,62,564,6793,554
3309:1196,302,861,542,616,1511,32,554,518,1403
3319:
3320:3196,2548,5111,10541,8069,14793,7160,197,5627,4755
3328:616,58,1196,650,564,1140,542,61,354,32
3329:76,429,238,311,698,616,224,508,542,364
3335:61,58,616,654,542,861,402,15,518,1196
3346:245,103,61,15,518,17,542,787,8,363
3352:17,58,654,8,542,101,518,508,302,616
3353:17,58,32,302,542,508,654,616,289,138
3360:616,8,84,58,902,518,302,94,402,1405
3374:518,17,654,32,58,302,616,364,301,62
3376:654,780,17,364,58,1535,616,76,5767,226
3383:17,654,302,138,29,58,354,866,70,361
3386:4203,776,12253,14750,8197,49,10682,10641,8442,6673
3411:17,302,616,654,542,58,518,29,94,322
3412:129,6921,56533,21113,28790,68683,86514,76480,28894,1355
3413:61,15,17,1744,8,103,518,94,131,4268
3416:4755,2880,1352,3107,10041,3172,12990,1527,378,4568
3419:17,32,650,616,1196,15,654,861,1535,1511
3421:17,861,62,84,1196,542,45,564,8,518
3423:17,70,8,564,364,302,1089,1382,650,1023
3426:17,616,58,302,654,15,542,861,564,32
3428:542,17,32,58,61,1196,654,787,101,15
3429:302,654,285,1196,542,564,861,84,650,15
3431:3225,76,1730,88768,34500,80576,47290,683,2139
3432:17,518,8,564,58,226,29,70,546,508
3450:17,76,8,616,32,654,364,302,518,61
3453:168,719,760,7180,135,5480,9874,661,8733,1528
3475:17,245,2030,4268,32,564,2955,2233,61,542
3478:15,650,61,1196,554,787,101,363,84,322
3479:17,302,616,650,508,224,61,76,363,8
3480:302,654,17,616,29,650,542,76,1196,32
3490:17,1196,61,32,542,554,84,363,322,1578
3500:15,542,650,61,245,32,364,103,654,1511
3514:302,616,15,84,650,8,29,285,542,787
3529:
3546:17,58,302,8,654,518,1102,138,190,554
3547:302,616,94,61,654,518,289,542,554,8
3551:226,7669,75655,21162,661,9375,76,2110,866,801
3557:168,984,719,8733,1400,5480,135,661,8860,2153
3572:31775,29630,81034,54245,19012,60680,24627,901,1069,238
3579:17,616,58,8,354,285,61,787,363,301
3580:17,76,3137,780,564,70,508,787,650,1276
3593:17,616,61,32,654,15,58,1196,224,364
3599:76,654,1023,564,616,542,15,140,1535,238
3609:17,654,302,76,58,542,1535,650,15,1196
3610:17,8,58,508,542,76,654,302,94,1405
3613:226,81,901,17,1200,361,1382,2548,4697,96
3628:17,542,103,15,245,76,616,302,650,654
3656:616,554,542,654,861,17,32,58,508,8
3657:17,58,616,564,162,1102,322,15,542,354
3663:58,542,32,787,564,508,364,94,1578,245
3674:542,61,32,58,518,8,690,1578,1403,364
3684:568,947,1405,37,835,51071,1937,5176,37533,616
3685:81,76,1884,70,17,4194,508,1023,140,3599
3686:8321,43186,3704,88520,15921,28613,3789,23188,43803,3599
3692:654,17,285,616,6,302,94,101,15,84
3694:17,302,508,616,654,32,58,564,518,8
3701:58,302,616,61,654,518,8,542,101,354
